Årmåned_salg;case_type_dk;municipality_name;zip_code;zip_code_name;erts89_utm32_x;erts89_utm32_y;ed50_x;ed50_y;wgs84_lat;wgs84_lon;grundareal;boligareal;vægtet_areal;energimærke_påkrævet;energimærke;antvandskyltoilleter;opvarmningskode;varmeinstallationskode;ydervægkode;byggeår;renoveringsår;md_ejerudgifter;første_udbudspris;senest_annonceret_pris;tinglyst_pris;dage_på_markedet_v_seneste_mægler;dage_på_markedet_v_alle_mæglere
201305;Ejerlejlighed;København;2100;København Ø;724927.9997262433;6179126.000285089;725010.0728236644;6179332.154140278;55,70562465;12,58016698;;54;54;TRUE;d;1;9999;9999;9999;1893;;;1650000;1575000;1500000;57;283
202101;Ejerlejlighed;København;2400;København NV;721397.2500603019;6178707.499851251;721479.2999695197;6178913.660181222;55,70349527;12,52375025;;80;80;TRUE;b;1;9999;9999;9999;2007;;2696;3795000;3795000;3795000;5;5
201605;Ejerlejlighed;København;2400;København NV;721397.3801717729;6178706.390326862;721479.4300789437;6178912.550649537;55,70348526;12,52375142;;80;80;TRUE;b;1;9999;9999;9999;2007;;2852;2650000;2650000;2650000;40;40
202105;Ejerlejlighed;København;2500;Valby;720858.8187334912;6173401.182356044;720940.8515801298;6173607.310758582;55,65615082;12,51092815;;87;87;TRUE;b;1;9999;9999;9999;2009;;3028;4495000;4495000;4425000;16;16
201703;Ejerlejlighed;København;2500;Valby;720858.8499760769;6173401.150488602;720940.8828228292;6173607.278890859;55,65615052;12,51092862;;87;87;TRUE;b;1;9999;9999;9999;2009;;3219;3095000;3095000;3050000;17;17
201812;Ejerlejlighed;København;2450;København SV;723700.8300089148;6172503.820461776;723782.8783700177;6172709,936;55,64680366;12,55527968;;137;137;TRUE;c;1;9999;9999;9999;2008;;5936;8500000;8200000;8000000;195;195
201605;Ejerlejlighed;København;2450;København SV;723698.7417730415;6172503.595152368;723780.7901204636;6172709.710591125;55,6468026;12,55524638;;137;137;TRUE;c;1;9999;9999;9999;2008;;5779;6995000;6995000;7005000;13;13
201810;Ejerlejlighed;København;1058;København K;725657.5097415675;6175950.490234856;725739.5792406657;6176156.622283518;55,67680876;12,58914002;;150;150;TRUE;d;1;9999;9999;9999;1866;1900;6250;11995000;11995000;11100000;108;213
201808;Ejerlejlighed;København;2300;København S;725070.7099425605;6170965,86;725152.7629414006;6171171.961908463;55,6323792;12,57574565;;114;114;TRUE;b;1;9999;9999;9999;2007;;4179;3750000;3750000;3660000;100;324
201907;Ejerlejlighed;København;2100;København Ø;725436.8031488658;6179318.965200766;725518.8799285768;6179525,119;55,70711899;12,58840656;;62;62;FALSE;d;1;9999;9999;9999;1935;;2991;2790000;2790000;2700000;0;0
201608;Ejerlejlighed;København;2100;København Ø;725436.8302441749;6179318.770345692;725518.9070235543;6179524.924100434;55,70711723;12,58840683;895;62;62;TRUE;d;1;9999;9999;9999;1935;;2765;2595000;2595000;2450000;64;64
201903;Ejerlejlighed;København;2300;København S;724927.0001595725;6169401.999732836;725009.0482334595;6169608.092507133;55,61842093;12,5721901;;124;124;TRUE;b;1;9999;9999;9999;2010;;5008;4300000;3800000;3750000;554;554
201706;Ejerlejlighed;København;2450;København SV;723527,0001;6172280.000107893;723609.0468420698;6172486.1145837745;55,64487633;12,55234104;;101;101;TRUE;c;1;9999;9999;9999;2008;;4303;6998000;6998000;6800000;21;21
201604;Ejerlejlighed;København;2300;København S;727000.0814588792;6174214.452662304;727082.1549121091;6174420,57;55,66061514;12,60901161;;99;99;TRUE;c;1;9999;9999;9999;1971;2007;2924;3150000;3095000;3070000;264;264
202012;Ejerlejlighed;København;2300;København S;727000,0905;6174214.327125099;727082.1639713353;6174420.444817766;55,66061401;12,60901165;;99;99;TRUE;c;1;9999;9999;9999;1971;2007;3020;3850000;3850000;3850000;7;7
201711;Ejerlejlighed;København;2100;København Ø;725858.7335455732;6178312.565854643;725940.8103793006;6178518.712211317;55,69789769;12,5942784;;88;88;TRUE;c;1;9999;9999;9999;2005;;4019;4250000;4095000;3865000;117;117
201308;Ejerlejlighed;København;2100;København Ø;725858.7335455732;6178312.565854643;725940.8103793006;6178518.712211317;55,69789769;12,5942784;3854;88;88;TRUE;c;1;9999;9999;9999;2005;;;2995000;2995000;2995000;80;80
201510;Ejerlejlighed;København;2300;København S;725020.9997682269;6171302.999816873;725103.0533223308;6171509.104304053;55,63542566;12,57523326;;100;100;TRUE;a2;1;9999;9999;9999;2012;;3154;2995000;2995000;2920000;36;36
202204;Ejerlejlighed;København;1799;København V;722367.7281568083;6174887.221315524;722449,7743;6175093.355160723;55,66879023;12,53606662;;87;;TRUE;a2015;1;9999;9999;9999;2019;;3464;5995000;5995000;5900000;4;4
201712;Ejerlejlighed;København;1606;København V;723962.9898442109;6175997.599606231;724045.0488445072;6176203.736312957;55,67801549;12,56228533;;119;119;TRUE;d;1;9999;9999;9999;1936;1987;3602;6295000;6295000;6295000;71;71
201602;Ejerlejlighed;København;1606;København V;723960.7422441717;6175997.577713556;724042.8012303252;6176203.714425934;55,67801633;12,56224964;;119;119;TRUE;d;1;9999;9999;9999;1936;1987;3492;5495000;5495000;6050000;10;202
201702;Ejerlejlighed;København;2300;København S;725434.2098898543;6171066.390473519;725516.2654285973;6171272.4924097685;55,63311247;12,58159035;;77;77;TRUE;b;1;9999;9999;9999;2007;;2886;2695000;2695000;2625000;79;79
202101;Ejerlejlighed;København;2300;København S;725434.2207768937;6171066.546032894;725516.2763161047;6171272.647970094;55,63311386;12,58159065;;77;77;TRUE;b;1;9999;9999;9999;2007;;2929;2995000;2995000;3100000;6;6
201711;Ejerlejlighed;København;1561;København V;724173.0399883462;6174119;724255.0954693428;6174325.124228768;55,66107125;12,5640855;;53;53;TRUE;b;1;9999;9999;9999;2008;;1939;2695000;2585000;2507500;182;182
202101;Ejerlejlighed;København;2700;Brønshøj;717580.7498253062;6179832.499525665;717662.7787421563;6180038.676774473;55,71531164;12,46402622;;118;118;TRUE;c;1;9999;9999;9999;1988;2007;4038;3685000;3685000;3650000;16;16
201801;Ejerlejlighed;København;2450;København SV;723500,9998;6172304.0005170265;723583.0463600308;6172510.115210747;55,64510352;12,55194823;;92;92;TRUE;c;1;9999;9999;9999;2008;;3511;3895000;3895000;3800000;73;73
201608;Ejerlejlighed;København;1799;København V;722355.0097214757;6174874.630276821;722437.0557497409;6175080.7640757365;55,66868313;12,53585461;;73;;FALSE;a2020;1;9999;9999;9999;2017;;3109;2995000;2995000;2998773;78;
201602;Ejerlejlighed;København;2500;Valby;720115.7606406205;6174203.588286125;720197.7908979511;6174409.723648494;55,66368437;12,49978352;;94;94;TRUE;c;1;9999;9999;9999;1917;2012;2858;3199000;3199000;3075000;103;121
201802;Ejerlejlighed;København;2300;København S;725031,3497;6169941.980512689;725113,3998;6170148.076414856;55,62321526;12,57428486;;106;106;TRUE;a2015;2;9999;9999;9999;2016;;3895;4295000;3925000;3925000;117;117
201502;Rækkehus;København;2300;København S;725033.7058755511;6169939.285303968;725115.7560014772;6170145,381;55,62319;12,57432;;109;;FALSE;;2;9999;9999;9999;2016;;3893;3299000;3299000;3299000;9;
201802;Ejerlejlighed;København;2300;København S;724495,1601;6173918.7197546875;724577.2170548947;6174124.842034457;55,65912646;12,56903206;;84;84;TRUE;c;1;9999;9999;9999;2006;;3438;3495000;3495000;3442000;27;27
201502;Ejerlejlighed;København;2300;København S;724494.1999632188;6173918.720487219;724576.2569426605;6174124.842769465;55,65912691;12,56901683;;84;84;TRUE;c;1;9999;9999;9999;2006;;3349;2695000;2545000;2500000;59;59
201802;Ejerlejlighed;København;2300;København S;726827.1534077523;6174422.325459992;726909.2263107781;6174628.444903739;55,66256;12,60644;;53;53;TRUE;e;1;9999;9999;9999;1940;;2272;2495000;2495000;2495000;57;57
201709;Ejerlejlighed;København;2300;København S;726826.9898310532;6174423.300483806;726909.0627355588;6174629.419934097;55,66256882;12,60643821;;53;53;TRUE;e;1;9999;9999;9999;1940;;2634;1845000;1795000;1795000;105;105
201608;Ejerlejlighed;København;2300;København S;726887.1399496238;6174342.530651883;726969.2130237457;6174548.649440203;55,66181643;12,60732574;;59;59;FALSE;d;1;9999;9999;9999;1940;;2563;1850000;1850000;1850000;0;0
202103;Ejerlejlighed;København;2100;København Ø;724938.5000171564;6179129.500297955;725020.5731893324;6179335.654148071;55,70565117;12,58033662;;57;57;TRUE;d;1;9999;9999;9999;1893;;2660;3195000;3195000;3195000;7;7
201703;Ejerlejlighed;København;2300;København S;727883.0001941633;6174697.000118289;727965.0804224487;6174903.118574006;55,66452922;12,62341774;;146;;FALSE;a2020;1;9999;9999;9999;2018;;5709;7195000;7195000;7195000;251;
202007;Ejerlejlighed;København;2300;København S;728000.5484305324;6174819,558;728082.6297104155;6175025.677300782;55,66557312;12,62538433;;146;;TRUE;a2020;1;9999;9999;9999;2017;;4783;8995000;8195000;8300000;266;266
202105;Ejerlejlighed;København;2100;København Ø;724758.2499339003;6179781.000415227;724840.3236539444;6179987.158815913;55,71157725;12,57800841;;190;148;TRUE;c;2;9999;9999;9999;1938;;6528;9950000;9950000;9950000;6;6
201606;Ejerlejlighed;København;2100;København Ø;724758.4801050299;6179780.249581169;724840.5538245831;6179986.407976557;55,71157041;12,57801145;;188;;FALSE;d;2;9999;9999;9999;2016;;6609;7295000;7295000;7145000;139;
202010;Ejerlejlighed;København;2450;København SV;724024.7502749232;6173578.500397775;724106.8034346406;6173784.621751449;55,65629238;12,56129234;;98;;FALSE;a2020;1;9999;9999;9999;2020;;4238;5500000;5500000;5500000;0;0
201809;Ejerlejlighed;København;2100;København Ø;725787.7101204824;6178548.819650153;725869.7871169029;6178754.9676718665;55,70004939;12,59334525;;87;87;TRUE;a2015;1;9999;9999;9999;2017;;3316;4345000;4195000;4050000;90;90
202202;Ejerlejlighed;København;2100;København Ø;725787.6875273411;6178549.000241347;725869.7645240846;6178755.148264249;55,70005102;12,59334504;;87;;FALSE;a2015;1;9999;9999;9999;2017;;3625;5145000;5145000;5273000;0;0
202011;Rækkehus;København;2300;København S;724972.8873739007;6169973.7873208895;725054.9372067626;6170179.883573564;55,62352753;12,57338428;;106;106;TRUE;a2015;2;9999;9999;9999;2016;;3340;4195000;4095000;4000000;151;151
201306;Ejerlejlighed;København;2500;Valby;720114.7604358043;6174203.587949081;720196.7906868622;6174409.723314032;55,66368482;12,49976765;;94;94;TRUE;c;1;9999;9999;9999;1917;2012;;2495000;2495000;2425000;234;234
201807;Rækkehus;København;1439;København K;726940.7281441584;6177287.570279909;727022.8091208534;6177493.707421889;55,68820131;12,6106105;;93;91;FALSE;;2;9999;9999;9999;2017;;4541;8295000;8295000;8000000;85;
202006;Ejerlejlighed;København;2300;København S;725647.0980034187;6174185.336099728;725729.1628981577;6174391.457089583;55,66098404;12,58752441;;118;118;TRUE;b;1;9999;9999;9999;2006;;4579;4795000;4795000;4795000;21;21
201708;Ejerlejlighed;København;2300;København S;725647.0696805092;6174185.420496008;725729.1345752871;6174391.541486466;55,66098481;12,58752403;;118;118;TRUE;b;1;9999;9999;9999;2006;;4300;4495000;4495000;4425000;23;23
201412;Ejerlejlighed;København;2300;København S;725644.7332682855;6174184.585879909;725726.7981462674;6174390.706871134;55,66097841;12,58748628;;118;118;TRUE;b;1;9999;9999;9999;2006;;;3695000;3695000;3635000;144;144
202102;Ejerlejlighed;København;2300;København S;728006.3580119278;6174778.598619284;728088.4392230755;6174984.717270622;55,66520309;12,6254425;;105;;TRUE;a2020;1;9999;9999;9999;2018;;3872;5995000;5995000;6178000;5;5
202106;Ejerlejlighed;København;2450;København SV;723202.9377207936;6172427.499646547;723284.9827617893;6172633.6158845015;55,64634798;12,54732175;;102;;TRUE;a2015;1;9999;9999;9999;2018;;3866;5495000;5495000;5505600;13;13
202005;Ejerlejlighed;København;2150;Nordhavn;726066.3123755963;6179669.999470911;726148.3939993723;6179876.153809096;55,70997405;12,59869437;;63;63;TRUE;a2020;1;9999;9999;9999;2017;;2649;3145000;3145000;3150000;25;25
201610;Ejerlejlighed;København;1799;København V;722269.0002895761;6174923.000264404;722351.0459032906;6175129.134588912;55,66915628;12,53452897;;84;;FALSE;a2020;1;9999;9999;9999;2018;;3509;3495000;3495000;3537510;244;
201209;Ejerlejlighed;København;2300;København S;728338,7199;6174530.583486197;728420.8025445633;6174736.699726187;55,66282299;12,63050922;;126;126;TRUE;d;1;9999;9999;9999;2007;;;3850000;3850000;3800000;16;16
201406;Ejerlejlighed;København;2150;Nordhavn;725933,7339;6179530.559649122;726015.8143495289;6179736.713453771;55,70878536;12,59647354;;57;59.70000076293945;FALSE;a;1;9999;9999;9999;2016;;;1850000;1850000;1850000;57;
201605;Ejerlejlighed;København;2500;Valby;720865,0001;6173434.000111156;720947.0330748386;6173640.128703945;55,65644234;12,51105258;2848;103;103;TRUE;c;1;9999;9999;9999;2008;;4966;3695000;3495000;3495000;50;50
201706;Ejerlejlighed;København;2450;København SV;723252,018;6172575.193197649;723334,0637;6172781.310237377;55,64765;12,54822;;115;115;TRUE;c;2;9999;9999;9999;2009;;4335;4645000;4499000;4460000;105;209
202009;Ejerlejlighed;København;1264;København K;725394.6873389566;6176581;725476.7568125634;6176787.136605442;55,68258508;12,58548679;;124;124;TRUE;e;1;9999;9999;9999;1800;1895;3467;7245000;6995000;6895000;181;957
201509;Ejerlejlighed;København;2100;København Ø;725817.2600123603;6178244.569988026;725899,3364;6178450.716024758;55,69730722;12,59356384;;113;113;TRUE;b;1;9999;9999;9999;2007;;5118;4595000;4495000;4350000;105;105
201512;Ejerlejlighed;København;2100;København Ø;725834.6799805071;6178221.199992165;725916.7564286496;6178427.345837442;55,69708954;12,59382119;;113;113;TRUE;b;1;9999;9999;9999;2007;;5118;4498000;4498000;4410000;54;54
202008;Ejerlejlighed;København;2100;København Ø;725823.2116410312;6178213.441521206;725905.2879973947;6178419.587347305;55,6970253;12,5936327;;102;102;TRUE;b;1;9999;9999;9999;2007;;4949;4750000;4495000;4375000;205;205
201705;Ejerlejlighed;København;2100;København Ø;725871.0001705014;6178334.0003581885;725953.0771361701;6178540.146817796;55,6980842;12,59449084;;92;92;TRUE;c;1;9999;9999;9999;2005;;4209;4495000;4395000;4200000;94;94
202105;Ejerlejlighed;København;1308;København K;725458.9377586322;6176987.500381832;725541.0086803396;6177193.639451523;55,68620067;12,58684067;;131;;TRUE;b;3;9999;9999;9999;1867;;4405;11495000;11495000;11495000;0;0
201712;Ejerlejlighed;København;1308;København K;725437.9999135206;6176992.999936154;725520,0707;6177199.139094243;55,68625971;12,58651282;;131;131;TRUE;c;3;9999;9999;9999;1867;;5619;7700000;7195000;7000000;116;116
202106;Ejerlejlighed;København;1799;København V;722442.0856739465;6174409,369;722524.1310490675;6174615.499812012;55,66447067;12,53685951;;68;68;TRUE;a2015;1;9999;9999;9999;2018;;2690;3595000;3595000;3490000;22;22
201207;Ejerlejlighed;København;2300;København S;724890.1013038123;6169309,674;724972.1489085071;6169515.766690557;55,61761;12,57153;;106;106;TRUE;b;1;9999;9999;9999;2010;;;2200000;2200000;2200000;443;443
202201;Ejerlejlighed;København;2300;København S;724889.5003078558;6169310.4998182105;724971.5479109001;6169516.592113446;55,61761768;12,57152115;;106;106;TRUE;b;1;9999;9999;9999;2010;;4474;4300000;4300000;4300000;18;18
202202;Ejerlejlighed;København;1799;København V;722361.2498553586;6174900.000223475;722443.2959881324;6175106.134165642;55,6689078;12,53597417;;88;88;TRUE;a2015;1;9999;9999;9999;2019;;3417;5895000;5895000;5950000;12;12
201610;Ejerlejlighed;København;2300;København S;724877.9996801703;6169389.000475977;724960.0474129461;6169595.093294618;55,61832699;12,57140298;;152;152;TRUE;b;1;9999;9999;9999;2010;;6032;4250000;4250000;4200000;193;193
201801;Ejerlejlighed;København;2500;Valby;720637.7801213614;6173203.290510809;720719.8110710157;6173409.418240441;55,65447638;12,50726289;;131;;FALSE;a2015;2;9999;9999;9999;2018;;5517;4245000;4275000;4275000;253;
201405;Ejerlejlighed;København;2300;København S;724598.7379577301;6173859.588246143;724680.7954405576;6174065.709887745;55,65854832;12,57062683;;102;102;TRUE;c;2;9999;9999;9999;2008;;;3825000;3825000;4025000;229;229
201704;Ejerlejlighed;København;2100;København Ø;725852,5499;6178542,39;725934,6273;6178748.537635746;55,69996156;12,59436958;2931;147;;TRUE;b;2;9999;9999;9999;2006;;5961;6395000;6395000;6200000;229;229
202106;Ejerlejlighed;København;2100;København Ø;725853.9603461846;6178546.834258391;725936.0377524022;6178752.982097201;55,70000076;12,59439564;;113;113;TRUE;b;1;9999;9999;9999;2006;;4386;6800000;6800000;6500000;52;52
201906;Ejerlejlighed;København;2100;København Ø;725891.2144040989;6178540.685285688;725973.2920278151;6178746.832990081;55,69992828;12,59498215;;110;110;TRUE;b;1;9999;9999;9999;2006;;4429;5295000;5295000;5295000;7;7
201803;Ejerlejlighed;København;2100;København Ø;725891.1901877429;6178540.800000694;725973.2678116026;6178746.947705868;55,69992932;12,59498186;2931;110;110;TRUE;b;1;9999;9999;9999;2006;;4429;5595000;5345000;5150000;177;177
202106;Ejerlejlighed;København;2300;København S;726101.5631158453;6174581.945141321;726183.6318798012;6174788.067453405;55,66432953;12,59506035;;110;110;TRUE;c;1;9999;9999;9999;2007;;4081;5495000;4995000;4995000;78;78
201112;Ejerlejlighed;København;2300;København S;726089.7309993373;6174576.584291557;726171.7996753284;6174782.706600399;55,66428696;12,59486822;;110;110;TRUE;b;1;9999;9999;9999;2007;;;2898000;2898000;2800000;120;120
201604;Ejerlejlighed;København;2300;København S;726101.5700696756;6174581.750358249;726183,6388;6174787,873;55,66432778;12,5950603;;110;110;TRUE;c;1;9999;9999;9999;2007;;4035;3995000;3995000;3995000;2;2
201906;Ejerlejlighed;København;1432;København K;727252.5622120835;6177131.999505878;727334.6447427316;6177338.134869914;55,68666038;12,6154318;;92;92;TRUE;a2015;1;9999;9999;9999;2014;;2944;4995000;4995000;4850000;16;16
201407;Ejerlejlighed;København;2450;København SV;723395,9998;6172439;723478.0461094265;6172645.116104083;55,64636247;12,55039279;;66;66;TRUE;c;1;9999;9999;9999;2006;;;2195000;2195000;2150000;53;53
202007;Ejerlejlighed;København;2450;København SV;723396.3752692728;6172439.500109191;723478.4215547324;6172645.615924121;55,64636678;12,55039915;;66;66;TRUE;c;1;9999;9999;9999;2006;;2315;3250000;3250000;3200000;61;61
201710;Ejerlejlighed;København;2450;København SV;724050.1675254223;6173669.861517183;724132.2210797323;6173875.983379405;55,6571;12,56177;;104;;FALSE;a;1;9999;9999;9999;2019;;4558;4895000;4895000;4831208;28;
202204;Ejerlejlighed;København;2450;København SV;724026.7872726325;6173682.466710162;724108.8407127648;6173888.588711798;55,65722382;12,5614094;;102;;TRUE;a2015;1;9999;9999;9999;2018;;3511;6995000;6995000;6950000;;
202002;Ejerlejlighed;København;2300;København S;724526.3127961064;6173911.499539196;724608,37;6174117.621693396;55,65904732;12,56952035;;137;137;TRUE;c;2;9999;9999;9999;2006;;6443;7495000;7250000;7080000;166;166
201805;Ejerlejlighed;København;2300;København S;724526.3202456642;6173911.330431419;724608.3774075124;6174117.452584537;55,6590458;12,56952033;;137;137;TRUE;c;2;9999;9999;9999;2006;;6295;6795000;6795000;6660000;212;212
201806;Ejerlejlighed;København;2450;København SV;722941.9901556543;6172960.050373673;723024.0349314915;6173166.170631032;55,65124374;12,54361525;;74;74;TRUE;b;1;9999;9999;9999;2008;;2836;3498000;3298000;3175000;118;118
201910;Ejerlejlighed;København;2450;København SV;723983,8438;6173537,219;724065.8965985705;6173743.339725847;55,65594101;12,56060982;;127;;FALSE;a;1;9999;9999;9999;2019;;5219;5995000;5995000;5645000;;
201702;Ejerlejlighed;København;2500;Valby;720775.7568664196;6173617.591026208;720857.7897504359;6173823.721002912;55,65812943;12,50978437;;112;112;TRUE;a2015;1;9999;9999;9999;2014;;4001;3595000;3595000;3595000;197;197
201909;Ejerlejlighed;København;2450;København SV;723211.7849876967;6172464.428964836;723293.8301793148;6172670.545412095;55,64667511;12,54749203;;118;;TRUE;a2015;2;9999;9999;9999;2019;;5284;6200000;6200000;5950000;0;
201807;Ejerlejlighed;København;2300;København S;725070.7099425605;6170965,86;725152.7629414006;6171171.961908463;55,6323792;12,57574565;;110;110;TRUE;b;1;9999;9999;9999;2007;;4249;4395000;4395000;4395000;60;222
202111;Ejerlejlighed;København;2450;København SV;723528.6648571356;6172370.065685232;723610.7117937286;6172576.180722909;55,64568329;12,55244064;;92;92;TRUE;c;1;9999;9999;9999;2006;;3595;5998000;5998000;5950000;36;36
201709;Ejerlejlighed;København;2450;København SV;724053.5814581069;6173716.0245235795;724135,6352;6173922.146667042;55,65751242;12,56186179;;117;;FALSE;;3;9999;9999;9999;2018;;4753;4445000;4445000;4462344;0;
201709;Ejerlejlighed;København;2450;København SV;724053.5814581069;6173716.0245235795;724135,6352;6173922.146667042;55,65751242;12,56186179;;117;;FALSE;;3;9999;9999;9999;2018;;4753;4445000;4445000;4462344;0;
202002;Rækkehus;København;2300;København S;724747,4703;6169908.579002022;724829.5185284095;6170114,675;55,62304688;12,56975842;3419;79;;FALSE;a2020;1;9999;9999;9999;2020;;2690;3099000;3099000;3099000;40;
202010;Ejerlejlighed;København;1401;København K;726020.1873204571;6176004,5;726102.2592314025;6176210.631739094;55,67712449;12,59494025;;162;;TRUE;a2015;2;9999;9999;9999;2017;;6867;17600000;17600000;17000000;157;157
201601;Ejerlejlighed;København;2300;København S;725625.0999726776;6174197.750229488;725707.1647614029;6174403.871353921;55,66110558;12,58718563;;88;88;TRUE;b;1;9999;9999;9999;2006;;3325;3500000;3500000;3450000;27;27
202011;Ejerlejlighed;København;2300;København S;725625.1113811182;6174197.809920203;725707.1761700686;6174403.931044983;55,66110611;12,58718586;;88;88;TRUE;b;1;9999;9999;9999;2006;;3508;4495000;4495000;4495000;34;34
202001;Ejerlejlighed;København;2100;København Ø;725849.5002440526;6178463.999690818;725931.5774093408;6178670.1470213905;55,69926;12,59425656;;88;88;TRUE;b;1;9999;9999;9999;2007;;3621;4295000;4295000;4220000;0;0
201207;Ejerlejlighed;København;1561;København V;724159.7400665525;6174029.587598072;724241.7952339958;6174235.711438077;55,66027553;12,56380156;;100;100;TRUE;c;1;9999;9999;9999;2009;;;3995000;3995000;3800000;296;296
201509;Ejerlejlighed;København;1561;København V;724162.4102676046;6174030,85;724244.4654550417;6174236.973860968;55,66028562;12,56384495;;100;100;TRUE;c;1;9999;9999;9999;2009;;3588;4798000;4798000;4675000;14;14
201710;Ejerlejlighed;København;1561;København V;724159.7403185335;6174030,588;724241.7954885529;6174236.711674069;55,6602845;12,56380238;;100;100;TRUE;b;1;9999;9999;9999;2009;;3587;5485000;5485000;5300000;241;241
201505;Ejerlejlighed;København;2150;Nordhavn;725791.0438270117;6179254.927202054;725873.1226600567;6179461.079644889;55,70638;12,59398;2628;102;;FALSE;;2;9999;9999;9999;2016;;4891;4395000;4395000;4395000;34;
201306;Ejerlejlighed;København;2300;København S;724401.9999526327;6173894;724484.0562902719;6174100.122313273;55,65894779;12,56753403;;80;80;TRUE;a;1;9999;9999;9999;2012;;;3375000;3375000;3375000;7;7
202201;Ejerlejlighed;København;2300;København S;724394.6246824901;6173892;724476.6809687322;6174098,122;55,65893326;12,5674154;;80;80;FALSE;a2010;1;9999;9999;9999;2012;;3334;5295000;5295000;5295000;0;141
202102;Ejerlejlighed;København;2450;København SV;723276.8749042071;6172428.000462095;723358.9204103487;6172634.116512667;55,64631853;12,5484947;;60;;TRUE;a2015;1;9999;9999;9999;2019;;2544;3195000;3195000;3100000;96;96
201502;Ejerlejlighed;København;2450;København SV;723190.0000771198;6172950.999845191;723272.0463853406;6173157.119406492;55,65104879;12,5475415;;102;102;TRUE;c;1;9999;9999;9999;2007;;4021;3195000;3195000;3160000;27;27
201803;Ejerlejlighed;København;2450;København SV;723190.9303205996;6172951.339601933;723272.9766355306;6173157.459162971;55,65105141;12,54755653;;102;102;TRUE;c;1;9999;9999;9999;2007;;3594;3995000;3695000;3695000;120;120
202003;Ejerlejlighed;København;1358;København K;724317.0339178186;6176256.706079235;724399.0958039255;6176462.843500894;55,68017578;12,56811619;;117;117;TRUE;c;1;9999;9999;9999;1812;2007;6349;4595000;4595000;4385000;5;533
201606;Ejerlejlighed;København;1358;København K;724317,03;6176256.819613381;724399.0918472883;6176462.957035761;55,6801768;12,56811622;;117;117;TRUE;d;1;9999;9999;9999;1812;2007;5786;4295000;4295000;3800000;264;264
202110;Ejerlejlighed;København;2100;København Ø;725760,9092;6178553.067368634;725842.9859898353;6178759,215;55,70009995;12,59292316;;80;80;TRUE;a2015;1;9999;9999;9999;2017;;2971;4495000;4295000;4250000;148;148
202203;Ejerlejlighed;København;2100;København Ø;725262.2499598166;6179300.500181582;725344.3255990944;6179506.654271018;55,70703447;12,58561902;;105;105;TRUE;c;1;9999;9999;9999;1911;;2938;7485000;6785000;6785000;47;47
202101;Ejerlejlighed;København;2300;København S;725103.8382157742;6169966.501007307;725185.8888519921;6170172.596877143;55,62340164;12,57545376;2805;86;86;TRUE;a2020;1;9999;9999;9999;2017;;3093;3695000;3695000;3650000;3;3
201703;Ejerlejlighed;København;2300;København S;724911.0302539167;6170977.550299069;724993.0822806583;6171183.653023089;55,63255788;12,57322387;;114;114;TRUE;b;1;9999;9999;9999;2007;;4300;3595000;3595000;3525000;92;92
201712;Ejerlejlighed;København;2500;Valby;720637.7801213614;6173203.290510809;720719.8110710157;6173409.418240441;55,65447638;12,50726289;;88;;FALSE;a2015;1;9999;9999;9999;2018;;3640;3595000;3625000;3625000;219;
201807;Ejerlejlighed;København;2300;København S;725103.8302119477;6169966.460451794;725185.8808480108;6170172.556321396;55,62340128;12,5754536;;86;86;TRUE;a2020;1;9999;9999;9999;2017;;3302;3595000;3195000;3100000;164;164
202102;Ejerlejlighed;København;2700;Brønshøj;719546.5564343265;6178835.744022839;719628.5950844624;6179041.909936214;55,7054863;12,49445915;;153;157;TRUE;c;2;9999;9999;9999;1915;;4535;5995000;5995000;5995000;60;60
201710;Ejerlejlighed;København;1799;København V;722573.6899973722;6174664.069543812;722655.7368540186;6174870.201456354;55,66669464;12,53915395;;127;;FALSE;a2020;2;9999;9999;9999;2018;;5021;5395000;5395000;5425603;131;
201505;Ejerlejlighed;København;1432;København K;727270.0936442465;6177071.539577752;727352.1761294235;6177277.674517252;55,68611;12,61566;14562;97;97;FALSE;a2015;1;9999;9999;9999;2015;;3475;3350000;3350000;3350000;84;
202004;Ejerlejlighed;København;1432;København K;727270.3107082257;6177027.897759003;727352.3930826574;6177234.032424019;55,68571854;12,61562729;;97;97;TRUE;a2015;1;9999;9999;9999;2014;;3102;4245000;4175000;3950000;170;170
201711;Ejerlejlighed;København;2300;København S;725053.0000074578;6169986.999477302;725135.0503772446;6170193.095606891;55,62360898;12,57466478;;77;;TRUE;a2020;1;9999;9999;9999;2016;;2884;2995000;2850000;2700000;117;334
201103;Ejerlejlighed;København;1054;København K;725593.9999373865;6176152.000328979;725676.0695566675;6176358.133806228;55,67864536;12,58829773;;112;112;TRUE;e;1;9999;9999;9999;1872;;;3895000;3895000;3650000;43;43
201606;Ejerlejlighed;København;1799;København V;722341.8402672695;6174854.4005704345;722423.8861608318;6175060.534276251;55,66850773;12,53562926;;161;;FALSE;a2020;2;9999;9999;9999;2017;;8023;6595000;6595000;6655352;49;
201802;Ejerlejlighed;København;2150;Nordhavn;726077.0002162382;6179358.000013545;726159.0811047708;6179564.152367283;55,70717117;12,59860664;;117;117;FALSE;a2015;1;9999;9999;9999;2017;;5294;5495000;5495000;5300000;;
